student_id, weekday  , class_start_time, distance_km, weather, transport_mode, avg_speed_kmh, habitual_punctuality, sleep_hours, alarm_used, expected_time, check_in_time, late_minutes
N22DCCN601, Sunday   , 07:00           ,         3.2, cloudy , bike          ,          17.5,                 0.78,        8.39, yes       , 06:49        , 07:02        ,            2
N22DCCN225, Monday   , 07:00           ,         1.9, sunny  , walk          ,           5.6,                 0.55,        7.78, yes       , 06:39        , 06:40        ,            0
N22DCVT833, Wednesday, 07:00           ,         4.3, rainy  , bike          ,          18.3,                 0.77,        6.98, no        , 06:45        , 06:54        ,            0
N22DCDK777, Thursday , 07:00           ,        10.0, cloudy , bus           ,          33.2,                 0.9 ,        7.25, no        , 06:41        , 06:48        ,            0
N22DCIT680, Tuesday  , 07:00           ,         1.2, windy  , walk          ,           5.3,                 0.61,        8.22, yes       , 06:46        , 06:54        ,            0
N22DCME336, Tuesday  , 07:00           ,         1.1, sunny  , walk          ,           4.9,                 0.58,        7.59, yes       , 06:46        , 06:50        ,            0
N22DCIT501, Monday   , 07:00           ,         5.5, sunny  , bus           ,          39.6,                 0.59,        5.68, yes       , 06:51        , 07:04        ,            5
N22DCCN529, Friday   , 07:00           ,         0.7, sunny  , walk          ,           5.8,                 0.8 ,        6.41, yes       , 06:52        , 07:01        ,            2
N22DCDK949, Sunday   , 07:00           ,         7.6, sunny  , bus           ,          26.2,                 0.62,        8.24, yes       , 06:42        , 06:51        ,            0
N22DCME771, Thursday , 07:00           ,         5.4, sunny  , bus           ,          37.9,                 0.89,        8.68, yes       , 06:51        , 07:00        ,            1
N22DCIT741, Wednesday, 07:00           ,         1.4, sunny  , walk          ,           5.4,                 0.73,        5.35, yes       , 06:44        , 06:49        ,            0
N22DCIT175, Thursday , 07:00           ,         5.7, rainy  , bus           ,          31.8,                 0.99,        8.06, no        , 06:49        , 06:59        ,            0
N22DCME480, Saturday , 07:00           ,         6.5, cloudy , bus           ,          32.0,                 0.63,        5.8 , no        , 06:47        , 06:52        ,            0
N22DCVT594, Monday   , 07:00           ,         4.8, sunny  , bike          ,          19.5,                 0.53,        5.22, yes       , 06:45        , 06:51        ,            0
N22DCCN231, Friday   , 07:00           ,         2.6, sunny  , bike          ,          21.4,                 0.69,        8.29, no        , 06:52        , 06:55        ,            0
N22DCIT498, Thursday , 07:00           ,         7.8, cloudy , bus           ,          23.2,                 0.66,        5.51, yes       , 06:39        , 06:47        ,            0
N22DCIT227, Tuesday  , 07:00           ,         1.5, sunny  , walk          ,           5.4,                 0.58,        7.98, yes       , 06:43        , 06:57        ,            0
N22DCIT876, Friday   , 07:00           ,         0.8, cloudy , walk          ,           4.4,                 0.68,        7.76, yes       , 06:49        , 06:53        ,            0
N22DCCN206, Tuesday  , 07:00           ,         4.2, sunny  , bike          ,          24.4,                 0.72,        5.87, yes       , 06:49        , 06:49        ,            0
N22DCME316, Wednesday, 07:00           ,         7.8, rainy  , bus           ,          37.2,                 0.55,        8.63, yes       , 06:47        , 06:59        ,            0
N22DCVT715, Sunday   , 07:00           ,         6.6, cloudy , bus           ,          39.3,                 0.86,        6.29, no        , 06:49        , 07:02        ,            3
N22DCCN803, Wednesday, 07:00           ,         7.0, sunny  , bus           ,          37.9,                 0.94,        8.3 , yes       , 06:48        , 06:49        ,            0
N22DCVT513, Tuesday  , 07:00           ,         5.5, windy  , bus           ,          36.0,                 0.88,        7.62, yes       , 06:50        , 06:55        ,            0
N22DCDK674, Wednesday, 07:00           ,         2.7, sunny  , bike          ,          16.0,                 0.51,        6.79, no        , 06:49        , 07:00        ,            0
N22DCIT398, Monday   , 07:00           ,         1.2, sunny  , walk          ,           4.5,                 0.7 ,        8.5 , yes       , 06:44        , 06:47        ,            0
N22DCCN233, Sunday   , 07:00           ,         8.8, rainy  , bus           ,          26.3,                 0.87,        8.09, yes       , 06:39        , 06:45        ,            0
N22DCDK380, Tuesday  , 07:00           ,         5.5, sunny  , bus           ,          22.3,                 0.51,        8.73, no        , 06:45        , 06:51        ,            0
N22DCDK933, Monday   , 07:00           ,         1.7, sunny  , walk          ,           4.2,                 0.85,        5.21, yes       , 06:35        , 06:40        ,            0
N22DCCN227, Saturday , 07:00           ,         5.3, sunny  , bus           ,          22.5,                 0.95,        8.77, yes       , 06:45        , 06:58        ,            0
N22DCDK867, Tuesday  , 07:00           ,         2.3, cloudy , bike          ,          22.8,                 0.56,        7.38, yes       , 06:53        , 06:57        ,            0
N22DCDK619, Thursday , 07:00           ,         6.9, windy  , bus           ,          28.5,                 0.86,        5.75, yes       , 06:45        , 06:59        ,            0
N22DCCN371, Thursday , 07:00           ,         5.9, sunny  , bus           ,          25.1,                 0.94,        6.72, yes       , 06:45        , 06:49        ,            0
N22DCCN787, Saturday , 07:00           ,         5.5, sunny  , bus           ,          35.4,                 0.82,        7.6 , yes       , 06:50        , 07:04        ,            4
N22DCIT803, Monday   , 07:00           ,         7.2, sunny  , bus           ,          39.3,                 0.66,        6.5 , no        , 06:49        , 06:53        ,            0
N22DCVT133, Sunday   , 07:00           ,         3.5, sunny  , bike          ,          18.2,                 0.56,        8.17, yes       , 06:48        , 06:50        ,            0
N22DCME859, Tuesday  , 07:00           ,         4.2, sunny  , bike          ,          20.2,                 0.93,        5.77, no        , 06:47        , 06:55        ,            0
N22DCCN445, Thursday , 07:00           ,         7.0, sunny  , bus           ,          35.4,                 0.92,        5.82, yes       , 06:48        , 06:56        ,            0
N22DCVT748, Sunday   , 07:00           ,         2.3, windy  , bike          ,          22.5,                 0.61,        5.39, yes       , 06:53        , 06:55        ,            0
N22DCME167, Friday   , 07:00           ,         2.4, sunny  , bike          ,          15.6,                 0.7 ,        5.86, no        , 06:50        , 07:05        ,            6
N22DCVT377, Wednesday, 07:00           ,         9.4, sunny  , bus           ,          26.8,                 0.5 ,        6.72, yes       , 06:38        , 06:53        ,            0
N22DCCN117, Wednesday, 07:00           ,         9.6, rainy  , bus           ,          36.9,                 0.61,        7.38, yes       , 06:44        , 06:56        ,            0
N22DCME267, Monday   , 07:00           ,         9.8, windy  , bus           ,          36.9,                 0.9 ,        7.52, yes       , 06:44        , 06:58        ,            0
N22DCIT597, Tuesday  , 07:00           ,         0.9, rainy  , walk          ,           4.9,                 0.96,        6.06, yes       , 06:48        , 07:00        ,            0
N22DCME004, Tuesday  , 07:00           ,         4.5, rainy  , bike          ,          18.9,                 0.85,        6.34, yes       , 06:45        , 06:50        ,            0
N22DCCN927, Tuesday  , 07:00           ,         0.9, sunny  , walk          ,           4.5,                 0.67,        8.53, yes       , 06:48        , 06:49        ,            0
N22DCCN929, Friday   , 07:00           ,         6.7, sunny  , bus           ,          27.6,                 0.66,        8.56, yes       , 06:45        , 06:57        ,            0
N22DCCN310, Sunday   , 07:00           ,         5.8, sunny  , bus           ,          29.1,                 0.69,        8.66, yes       , 06:48        , 06:59        ,            0
N22DCIT155, Wednesday, 07:00           ,         0.8, rainy  , walk          ,           4.7,                 0.75,        8.61, yes       , 06:49        , 06:57        ,            0
N22DCME496, Tuesday  , 07:00           ,         4.0, sunny  , bike          ,          21.8,                 0.69,        8.42, yes       , 06:48        , 06:55        ,            0
N22DCVT133, Wednesday, 07:00           ,         9.8, sunny  , bus           ,          31.1,                 0.88,        5.64, yes       , 06:41        , 06:43        ,            0
N22DCVT872, Friday   , 07:00           ,         7.7, cloudy , bus           ,          29.3,                 0.74,        8.59, yes       , 06:44        , 06:57        ,            0
