student_id,weekday,distance_km,weather,transport_mode,avg_speed_kmh,habitual_punctuality,sleep_hours,alarm_used,hour_start_time,traffic_condition,preparation_time,unexpected_event,class_importance,is_late
N22DCQCN248,Thursday,1.0,sunny,car,31.6,0.76,8.1,yes,8,light,18.0,no,medium,no
N22DCQCN249,Monday,11.0,cloudy,train,43.7,0.71,6.4,no,8,heavy,37.0,no,low,no
N22DCQCN250,Thursday,1.4,sunny,bus,26.9,0.8,5.6,no,13,light,39.0,no,medium,no
N22DCQCN251,Tuesday,12.3,sunny,bus,27.7,0.77,6.1,yes,8,light,35.0,no,low,no
N22DCQCN252,Thursday,5.6,sunny,car,35.9,0.78,6.4,yes,13,light,20.0,no,high,no
N22DCQCN253,Thursday,21.2,rainy,car,30.0,0.81,6.5,yes,7,moderate,40.0,no,low,yes
N22DCQCN254,Thursday,27.1,sunny,bus,20.5,0.85,6.7,no,8,light,41.0,no,medium,yes
N22DCQCN255,Monday,1.0,rainy,bus,24.7,0.51,9.1,yes,8,moderate,31.0,no,low,no
N22DCQCN256,Tuesday,1.0,sunny,bike,15.4,0.81,5.6,yes,7,light,45.0,no,low,no
N22DCQCN257,Wednesday,11.7,cloudy,bike,20.0,0.72,6.5,yes,13,light,10.0,no,medium,no
N22DCQCN258,Monday,10.3,sunny,walk,5.0,0.61,7.1,yes,9,heavy,60.0,no,medium,yes
N22DCQCN259,Wednesday,13.4,cloudy,train,56.8,0.78,8.9,yes,14,light,10.0,no,medium,no
N22DCQCN260,Wednesday,13.3,sunny,bus,25.4,0.62,7.1,yes,14,light,50.0,no,medium,yes
N22DCQCN261,Friday,12.1,sunny,bike,14.2,0.62,5.4,no,13,light,38.0,no,high,yes
N22DCQCN262,Tuesday,1.0,sunny,bus,25.9,1.0,10.0,yes,13,moderate,28.0,no,medium,no
N22DCQCN263,Thursday,14.6,rainy,walk,5.2,0.9,8.1,yes,16,light,40.0,no,medium,yes
N22DCQCN264,Friday,18.0,sunny,bus,22.8,0.57,9.0,yes,14,light,30.0,yes,low,yes
N22DCQCN265,Wednesday,9.8,cloudy,walk,5.1,0.57,6.1,yes,9,light,53.0,no,high,yes
N22DCQCN266,Friday,8.5,rainy,walk,5.3,0.52,4.0,yes,9,heavy,40.0,no,high,yes
N22DCQCN267,Monday,8.8,sunny,bus,13.1,0.9,8.1,no,15,moderate,20.0,no,medium,no
N22DCQCN268,Wednesday,13.0,rainy,bus,22.8,1.0,5.2,yes,14,light,17.0,no,medium,no
N22DCQCN269,Friday,5.7,sunny,bike,17.5,0.55,7.5,yes,7,heavy,28.0,no,high,no
N22DCQCN270,Monday,22.5,sunny,car,33.9,0.6,6.8,yes,13,moderate,10.0,no,medium,no
N22DCQCN271,Monday,6.9,sunny,bus,20.8,0.53,9.2,yes,7,moderate,38.0,no,high,no
N22DCQCN272,Monday,1.0,sunny,car,29.9,0.82,5.6,yes,10,light,13.0,no,medium,no
N22DCQCN273,Tuesday,11.1,rainy,walk,5.7,0.58,7.9,no,15,light,22.0,no,high,yes
N22DCQCN274,Wednesday,7.5,windy,bus,29.8,0.77,6.1,yes,9,moderate,40.0,no,high,no
N22DCQCN275,Thursday,2.4,sunny,walk,5.3,0.66,8.2,yes,7,light,31.0,no,medium,no
N22DCQCN276,Wednesday,16.7,cloudy,bus,25.1,0.68,7.8,no,9,moderate,18.0,no,low,no
N22DCQCN277,Tuesday,13.4,cloudy,car,37.5,0.81,4.9,yes,15,light,43.0,no,medium,no
N22DCQCN278,Thursday,4.3,sunny,bus,33.0,0.79,7.8,yes,14,light,27.0,no,medium,no
N22DCQCN279,Thursday,11.7,rainy,walk,5.0,1.0,6.2,yes,8,moderate,19.0,no,medium,yes
N22DCQCN280,Monday,5.7,rainy,bike,23.3,0.91,4.3,yes,14,heavy,20.0,no,medium,yes
N22DCQCN281,Wednesday,6.9,rainy,car,32.9,0.59,4.0,yes,14,light,33.0,yes,medium,no
N22DCQCN282,Wednesday,6.9,sunny,bus,23.5,0.31,7.0,no,7,moderate,15.0,no,low,no
N22DCQCN283,Friday,1.0,sunny,bus,30.3,0.69,5.7,yes,15,light,42.0,no,high,no
N22DCQCN284,Thursday,20.9,cloudy,car,35.5,0.64,5.9,yes,9,light,37.0,no,medium,yes
N22DCQCN285,Tuesday,8.1,sunny,walk,5.0,0.64,7.4,no,14,light,32.0,no,medium,yes
N22DCQCN286,Tuesday,8.8,sunny,bike,16.0,0.57,7.4,yes,15,light,55.0,no,high,yes
N22DCQCN287,Monday,9.1,cloudy,bike,15.1,0.74,6.4,yes,8,moderate,60.0,no,low,yes
N22DCQCN288,Monday,19.5,cloudy,car,32.9,0.38,7.4,yes,7,heavy,36.0,no,low,yes
N22DCQCN289,Thursday,1.0,rainy,bus,22.2,0.91,4.6,yes,13,light,21.0,no,medium,no
N22DCQCN290,Thursday,14.5,rainy,bike,14.2,0.29,6.3,yes,13,moderate,17.0,no,medium,yes
N22DCQCN291,Tuesday,15.7,sunny,train,55.4,0.59,6.0,yes,9,light,46.0,no,medium,no
N22DCQCN292,Tuesday,1.0,sunny,car,28.0,0.82,7.2,yes,9,light,19.0,no,medium,no
N22DCQCN293,Tuesday,9.0,sunny,bike,16.4,1.0,6.0,no,14,light,42.0,no,high,no
N22DCQCN294,Friday,1.0,sunny,walk,5.3,0.74,5.3,yes,9,heavy,57.0,no,low,yes
N22DCQCN295,Friday,1.0,cloudy,bike,21.0,0.67,6.4,yes,10,light,31.0,no,low,no
N22DCQCN296,Monday,21.3,sunny,car,33.0,0.75,8.2,no,7,moderate,10.0,no,high,no
N22DCQCN297,Tuesday,22.2,cloudy,car,31.8,0.84,9.0,yes,9,light,41.0,no,high,yes
N22DCQCN298,Wednesday,5.1,sunny,walk,5.0,0.98,6.2,yes,8,light,18.0,no,medium,yes
N22DCQCN299,Friday,1.0,rainy,train,31.4,0.8,7.3,yes,9,heavy,33.0,no,medium,no
N22DCQCN300,Friday,8.3,sunny,bus,25.3,0.68,5.5,yes,13,moderate,46.0,no,low,yes
N22DCQCN301,Thursday,7.6,sunny,car,43.2,0.77,7.2,no,9,light,44.0,no,medium,no
N22DCQCN302,Monday,7.3,sunny,bus,26.2,0.8,4.0,yes,8,heavy,13.0,no,high,no
N22DCQCN303,Tuesday,8.8,sunny,bus,18.9,0.57,5.3,no,7,light,32.0,no,high,no
N22DCQCN304,Monday,17.5,cloudy,train,43.8,0.96,8.4,yes,13,moderate,49.0,yes,low,yes
N22DCQCN305,Tuesday,12.0,rainy,bike,20.8,0.54,6.0,yes,8,moderate,16.0,no,low,yes
N22DCQCN306,Thursday,8.4,cloudy,bike,20.9,0.42,9.0,yes,15,light,42.0,no,high,no
N22DCQCN307,Friday,12.9,sunny,bus,24.3,0.65,4.6,no,8,heavy,10.0,no,medium,no
N22DCQCN308,Wednesday,3.1,sunny,bike,23.2,0.61,7.5,no,15,moderate,10.0,no,medium,no
N22DCQCN309,Wednesday,2.5,sunny,bus,20.2,0.6,4.0,no,8,light,36.0,no,medium,no
N22DCQCN310,Wednesday,7.9,cloudy,bus,24.5,0.98,7.6,yes,8,moderate,31.0,no,medium,no
N22DCQCN311,Monday,1.0,rainy,walk,5.0,0.73,5.0,yes,10,light,25.0,no,medium,no
N22DCQCN312,Monday,17.1,sunny,bike,18.0,0.93,6.0,yes,9,moderate,50.0,no,high,yes
N22DCQCN313,Thursday,4.0,sunny,train,52.9,0.74,9.3,yes,8,heavy,10.0,no,medium,no
N22DCQCN314,Monday,5.9,sunny,car,33.5,0.5,9.8,yes,10,light,19.0,yes,high,no
N22DCQCN315,Tuesday,1.0,cloudy,bike,19.6,0.91,5.6,no,13,light,14.0,no,low,no
N22DCQCN316,Monday,30.0,sunny,car,31.4,0.65,6.8,yes,14,light,50.0,no,high,yes
N22DCQCN317,Monday,11.3,rainy,bike,21.6,0.86,7.4,yes,7,moderate,22.0,no,low,no
N22DCQCN318,Monday,22.8,sunny,car,34.0,0.94,7.9,yes,10,light,47.0,yes,high,yes
N22DCQCN319,Monday,15.2,cloudy,car,26.9,0.65,5.5,no,8,heavy,21.0,yes,medium,no
N22DCQCN320,Friday,1.6,sunny,car,39.9,0.49,6.3,yes,8,heavy,25.0,no,low,no
N22DCQCN321,Tuesday,15.3,cloudy,train,60.0,0.67,6.7,no,9,light,38.0,no,medium,no
N22DCQCN322,Monday,20.5,cloudy,train,51.5,0.29,9.5,yes,14,heavy,50.0,no,medium,yes
N22DCQCN323,Wednesday,10.3,cloudy,bike,18.3,0.47,6.4,yes,16,moderate,60.0,no,medium,yes
N22DCQCN324,Tuesday,3.9,cloudy,car,40.3,0.64,7.5,yes,9,light,50.0,no,low,no
N22DCQCN325,Friday,12.1,sunny,car,31.6,0.57,8.1,yes,9,moderate,29.0,no,medium,no
N22DCQCN326,Wednesday,17.4,sunny,car,33.5,0.58,9.4,yes,8,heavy,55.0,no,low,yes
N22DCQCN327,Monday,11.0,sunny,car,39.6,0.81,7.8,yes,7,heavy,46.0,no,high,no
N22DCQCN328,Wednesday,1.0,cloudy,bus,27.0,0.58,9.4,yes,14,moderate,47.0,no,low,no
N22DCQCN329,Tuesday,17.2,cloudy,car,32.9,0.43,6.4,yes,9,moderate,35.0,no,medium,yes
N22DCQCN330,Tuesday,1.0,sunny,bike,18.6,0.56,8.3,no,14,moderate,31.0,no,medium,no
N22DCQCN331,Thursday,16.8,sunny,train,47.8,0.76,8.5,yes,9,moderate,40.0,no,medium,no
N22DCQCN332,Monday,8.4,cloudy,car,37.4,0.93,7.5,yes,14,moderate,40.0,no,high,no
N22DCQCN333,Thursday,16.2,windy,car,36.0,0.79,4.1,yes,16,heavy,38.0,no,medium,yes
N22DCQCN334,Monday,10.6,sunny,car,36.2,0.73,8.4,yes,8,moderate,58.0,no,high,yes
N22DCQCN335,Tuesday,17.8,sunny,car,33.7,0.51,9.2,yes,15,moderate,60.0,no,high,yes
N22DCQCN336,Friday,1.0,rainy,train,45.9,0.47,5.3,yes,7,moderate,10.0,no,medium,no
N22DCQCN337,Tuesday,15.5,cloudy,bike,17.4,0.65,7.8,yes,8,moderate,31.0,no,medium,yes
N22DCQCN338,Tuesday,1.7,cloudy,car,36.5,0.49,4.0,yes,8,heavy,57.0,no,low,no
N22DCQCN339,Wednesday,8.8,cloudy,car,32.0,0.88,5.0,yes,8,light,18.0,no,low,no
N22DCQCN340,Thursday,1.4,sunny,bus,27.5,0.76,7.6,no,10,moderate,37.0,no,low,no
N22DCQCN341,Thursday,20.2,sunny,bus,24.8,0.19,4.3,yes,14,moderate,60.0,no,medium,yes
N22DCQCN342,Thursday,30.0,cloudy,bike,20.1,0.6,10.0,no,10,light,10.0,no,medium,yes
N22DCQCN343,Monday,7.6,sunny,train,39.3,0.86,8.1,yes,9,moderate,24.0,no,high,no
N22DCQCN344,Thursday,1.0,cloudy,bus,23.0,0.33,5.3,no,13,moderate,10.0,no,medium,no
N22DCQCN345,Monday,6.4,rainy,bus,27.0,0.45,8.2,no,14,light,21.0,yes,medium,no
N22DCQCN346,Wednesday,2.2,cloudy,train,41.7,0.87,6.0,yes,8,light,26.0,no,low,no
N22DCQCN347,Friday,7.4,sunny,bus,25.7,0.55,4.6,yes,13,light,21.0,no,high,no
N22DCQCN348,Thursday,1.0,cloudy,car,39.9,0.71,8.3,yes,7,light,14.0,no,medium,no
N22DCQCN349,Wednesday,7.9,cloudy,train,43.9,0.63,6.2,yes,8,heavy,31.0,no,medium,no
N22DCQCN350,Monday,21.2,sunny,bus,21.8,0.96,8.7,no,8,heavy,29.0,no,low,yes
N22DCQCN351,Tuesday,4.6,cloudy,train,54.9,0.59,5.8,yes,14,moderate,13.0,no,high,no
N22DCQCN352,Friday,2.6,cloudy,bike,16.2,0.49,4.7,no,7,heavy,14.0,no,high,yes
N22DCQCN353,Monday,15.9,cloudy,bus,19.3,0.77,7.8,yes,7,heavy,57.0,no,high,yes
N22DCQCN354,Thursday,1.0,sunny,bus,25.0,0.99,4.7,yes,10,light,21.0,no,medium,no
N22DCQCN355,Thursday,9.3,cloudy,bus,32.3,0.68,9.8,yes,13,moderate,25.0,no,low,no
N22DCQCN356,Tuesday,13.3,windy,bus,15.6,0.83,6.6,yes,8,moderate,45.0,no,medium,yes
N22DCQCN357,Thursday,29.7,windy,train,42.1,0.33,4.7,yes,8,light,60.0,no,high,yes
N22DCQCN358,Friday,4.9,sunny,bus,28.3,0.68,8.2,yes,7,moderate,22.0,no,medium,no
N22DCQCN359,Friday,1.0,sunny,bus,21.7,0.63,8.9,yes,13,moderate,44.0,no,high,no
N22DCQCN360,Tuesday,6.9,cloudy,bike,18.0,0.29,8.7,yes,7,moderate,19.0,no,medium,no
N22DCQCN361,Friday,1.0,sunny,bus,27.2,0.85,7.1,yes,13,heavy,57.0,no,high,no
N22DCQCN362,Monday,1.0,cloudy,bus,26.4,0.69,8.2,yes,8,heavy,53.0,no,low,no
N22DCQCN363,Thursday,20.5,sunny,train,42.7,0.58,4.0,no,10,light,19.0,no,high,no
N22DCQCN364,Friday,8.9,rainy,bus,30.0,0.77,7.2,yes,7,moderate,23.0,no,low,no
N22DCQCN365,Monday,6.2,cloudy,walk,5.0,0.34,7.3,no,10,moderate,60.0,no,low,yes
N22DCQCN366,Tuesday,3.9,windy,walk,5.0,0.71,6.9,yes,9,heavy,60.0,no,high,yes
N22DCQCN367,Wednesday,14.7,sunny,bus,25.2,0.53,6.3,yes,13,light,16.0,no,high,no
N22DCQCN368,Tuesday,15.6,cloudy,bike,16.3,0.72,9.2,yes,9,moderate,37.0,no,medium,yes
N22DCQCN369,Tuesday,1.0,sunny,bike,15.8,0.83,6.8,yes,8,light,33.0,no,low,no
N22DCQCN370,Friday,12.1,cloudy,train,52.9,0.75,6.7,yes,14,heavy,12.0,no,medium,no
N22DCQCN371,Monday,13.2,cloudy,walk,5.0,1.0,7.5,yes,13,moderate,28.0,no,medium,yes
N22DCQCN372,Wednesday,15.6,sunny,car,35.0,0.58,4.5,yes,15,light,10.0,no,medium,no
N22DCQCN373,Thursday,15.3,cloudy,car,36.6,1.0,5.0,yes,8,light,31.0,no,high,no
N22DCQCN374,Monday,1.0,sunny,walk,5.1,0.75,4.3,yes,14,moderate,60.0,no,high,yes
N22DCQCN375,Tuesday,7.6,rainy,bike,19.4,0.56,4.4,yes,14,moderate,52.0,no,low,yes
N22DCQCN376,Friday,11.4,cloudy,bike,19.1,0.69,4.0,yes,9,heavy,36.0,no,high,yes
N22DCQCN377,Wednesday,1.0,sunny,bike,22.4,0.66,9.3,no,15,light,34.0,no,high,no
N22DCQCN378,Monday,9.7,sunny,bike,14.9,0.58,6.6,yes,15,light,32.0,no,high,no
N22DCQCN379,Monday,1.0,sunny,bike,16.2,0.82,5.5,yes,14,moderate,10.0,no,low,no
N22DCQCN380,Wednesday,11.4,sunny,train,46.8,0.72,4.7,yes,15,light,38.0,no,medium,no
N22DCQCN381,Thursday,12.9,cloudy,car,39.8,0.51,6.1,yes,13,light,35.0,no,medium,no
N22DCQCN382,Wednesday,8.6,sunny,train,60.0,0.65,6.0,yes,9,light,11.0,no,medium,no
N22DCQCN383,Friday,12.2,sunny,car,30.7,0.58,7.8,yes,9,moderate,37.0,no,medium,no
N22DCQCN384,Monday,7.4,cloudy,walk,5.3,0.76,5.6,yes,9,heavy,14.0,no,high,yes
N22DCQCN385,Tuesday,6.5,sunny,bike,21.3,0.32,7.4,yes,13,light,16.0,no,medium,no
N22DCQCN386,Monday,9.1,cloudy,car,45.1,0.58,8.5,yes,8,moderate,17.0,yes,low,no
N22DCQCN387,Thursday,1.0,sunny,train,41.2,0.37,7.4,no,14,moderate,23.0,no,medium,no
N22DCQCN388,Thursday,18.6,cloudy,bike,19.8,0.58,8.0,yes,8,moderate,31.0,no,high,yes
N22DCQCN389,Wednesday,5.9,sunny,train,39.2,0.38,8.0,no,8,light,19.0,no,low,no
N22DCQCN390,Monday,5.4,sunny,bike,21.7,0.84,6.4,yes,8,heavy,32.0,no,medium,no
N22DCQCN391,Thursday,12.1,sunny,car,43.6,0.99,8.5,yes,9,moderate,29.0,no,medium,no
N22DCQCN392,Thursday,8.9,sunny,bus,28.9,0.89,6.3,no,10,light,18.0,no,medium,no
N22DCQCN393,Tuesday,14.7,sunny,car,25.7,0.88,8.0,yes,14,moderate,26.0,no,medium,no
N22DCQCN394,Wednesday,13.2,sunny,walk,5.9,0.72,5.6,yes,9,moderate,36.0,no,high,yes
N22DCQCN395,Monday,1.9,rainy,car,36.2,0.93,4.7,yes,14,light,31.0,no,low,no
N22DCQCN396,Monday,18.3,rainy,train,41.8,0.73,9.6,yes,8,moderate,21.0,no,high,no
N22DCQCN397,Thursday,3.9,cloudy,bike,17.4,0.87,7.9,yes,15,light,22.0,no,high,no
N22DCQCN398,Thursday,15.5,sunny,train,41.4,0.79,7.1,yes,9,light,19.0,no,medium,no
N22DCQCN399,Wednesday,8.5,rainy,train,49.6,0.35,5.9,yes,7,moderate,46.0,no,high,no
N22DCQCN400,Wednesday,1.0,cloudy,walk,5.4,0.86,4.5,yes,8,moderate,46.0,no,high,no
N22DCQCN401,Wednesday,1.0,rainy,bike,21.0,0.74,6.6,yes,8,moderate,10.0,no,high,no
N22DCQCN402,Monday,15.8,rainy,bus,31.8,0.85,6.0,yes,9,moderate,30.0,yes,medium,yes
N22DCQCN403,Wednesday,8.3,sunny,bike,15.9,0.79,5.9,yes,7,moderate,34.0,yes,medium,yes
N22DCQCN404,Thursday,9.5,sunny,bus,24.3,0.36,7.9,no,14,moderate,55.0,no,high,yes
N22DCQCN405,Friday,16.4,rainy,car,36.3,0.57,9.2,no,9,heavy,19.0,no,medium,no
N22DCQCN406,Thursday,1.0,sunny,train,49.6,0.7,7.9,yes,10,light,38.0,no,medium,no
N22DCQCN407,Monday,14.1,sunny,train,46.2,0.81,6.9,yes,7,heavy,41.0,no,low,no
N22DCQCN408,Tuesday,18.3,cloudy,bus,22.5,0.59,4.4,yes,13,light,37.0,no,high,yes
N22DCQCN409,Friday,23.7,sunny,train,41.2,0.96,8.6,yes,9,heavy,55.0,no,high,yes
N22DCQCN410,Tuesday,6.8,sunny,train,39.5,0.84,7.1,yes,13,moderate,44.0,no,medium,no
N22DCQCN411,Tuesday,1.0,rainy,car,30.3,0.69,6.6,yes,8,light,36.0,no,medium,no
N22DCQCN412,Monday,3.7,rainy,bus,30.1,0.64,5.3,yes,15,light,23.0,no,medium,no
N22DCQCN413,Monday,1.0,sunny,train,54.5,0.69,7.7,no,7,heavy,36.0,no,medium,no
N22DCQCN414,Monday,1.0,cloudy,bus,19.2,0.9,6.6,yes,7,moderate,36.0,yes,medium,no
N22DCQCN415,Monday,5.4,cloudy,car,32.6,0.85,6.4,yes,16,heavy,10.0,no,medium,no
N22DCQCN416,Thursday,5.7,rainy,bus,16.7,0.49,6.9,yes,16,light,19.0,no,medium,no
N22DCQCN417,Thursday,9.2,windy,bus,26.2,0.86,7.8,yes,15,light,37.0,no,high,no
N22DCQCN418,Wednesday,8.3,cloudy,bike,20.1,0.6,6.1,no,7,light,29.0,no,high,no
N22DCQCN419,Monday,7.3,rainy,train,38.3,0.7,6.8,no,9,moderate,23.0,no,medium,no
N22DCQCN420,Monday,1.0,cloudy,bike,19.2,0.72,7.4,yes,14,light,29.0,yes,medium,no
N22DCQCN421,Monday,13.5,sunny,bus,21.3,0.67,9.0,yes,8,moderate,32.0,no,high,no
N22DCQCN422,Friday,2.1,sunny,car,37.1,0.7,10.0,yes,7,heavy,31.0,no,medium,no
N22DCQCN423,Monday,1.0,rainy,bike,18.6,0.63,8.5,no,13,light,27.0,no,medium,no
N22DCQCN424,Friday,9.1,sunny,car,41.8,0.68,8.0,no,14,heavy,29.0,no,high,no
N22DCQCN425,Tuesday,14.5,sunny,train,46.7,0.72,5.7,no,14,moderate,25.0,no,medium,no
N22DCQCN426,Tuesday,17.4,rainy,bike,22.4,0.84,7.3,yes,7,light,19.0,no,medium,yes
N22DCQCN427,Monday,7.7,sunny,bike,20.6,0.61,6.8,yes,13,moderate,16.0,no,medium,no
N22DCQCN428,Tuesday,6.8,sunny,bike,18.5,0.36,8.6,yes,15,moderate,10.0,no,medium,no
N22DCQCN429,Friday,12.3,cloudy,car,35.0,0.83,4.5,yes,13,heavy,35.0,no,low,yes
N22DCQCN430,Wednesday,8.6,cloudy,bike,18.9,0.64,8.1,yes,8,moderate,32.0,no,low,no
N22DCQCN431,Friday,8.3,cloudy,car,29.6,0.87,5.5,no,14,light,38.0,no,medium,no
N22DCQCN432,Thursday,14.0,sunny,bike,25.9,0.92,5.8,yes,8,moderate,33.0,no,low,yes
N22DCQCN433,Friday,25.5,sunny,car,35.8,0.76,6.4,yes,9,moderate,55.0,no,high,yes
N22DCQCN434,Friday,2.0,sunny,train,33.2,0.4,5.0,yes,8,heavy,10.0,no,medium,no
N22DCQCN435,Wednesday,14.0,cloudy,walk,5.0,0.47,7.6,no,14,light,23.0,no,medium,yes
N22DCQCN436,Monday,18.1,cloudy,bike,17.8,0.65,8.0,no,8,moderate,26.0,no,high,yes
N22DCQCN437,Thursday,8.1,sunny,car,34.2,1.0,7.9,yes,7,light,25.0,no,medium,no
N22DCQCN438,Thursday,4.1,sunny,bus,21.0,0.63,10.0,no,13,moderate,19.0,no,medium,no
N22DCQCN439,Monday,10.8,sunny,bus,25.3,0.66,7.7,yes,7,moderate,14.0,no,low,no
N22DCQCN440,Monday,5.4,cloudy,train,39.0,0.62,7.6,yes,7,heavy,10.0,no,medium,no
N22DCQCN441,Monday,7.8,windy,bus,24.8,1.0,8.7,yes,15,light,54.0,no,low,yes
N22DCQCN442,Wednesday,18.4,sunny,bus,22.6,0.7,7.4,no,15,light,60.0,no,medium,yes
N22DCQCN443,Thursday,7.8,sunny,bike,17.2,0.89,5.9,yes,13,moderate,10.0,no,low,no
N22DCQCN444,Monday,2.5,cloudy,walk,5.3,0.84,6.8,yes,16,heavy,44.0,no,medium,yes
N22DCQCN445,Tuesday,10.5,sunny,bike,20.1,0.64,6.8,yes,7,light,10.0,no,high,no
N22DCQCN446,Tuesday,1.0,windy,car,32.5,0.4,4.0,no,13,light,37.0,no,high,no
N22DCQCN447,Tuesday,12.4,rainy,bike,25.7,0.49,4.1,yes,7,light,56.0,no,high,yes
N22DCQCN448,Monday,20.7,rainy,train,40.1,1.0,6.8,yes,8,heavy,39.0,no,medium,yes
N22DCQCN449,Wednesday,30.0,rainy,train,44.5,0.47,6.0,yes,8,heavy,15.0,no,high,yes
N22DCQCN450,Thursday,1.0,sunny,bus,27.5,0.77,4.2,yes,7,moderate,10.0,no,high,no
N22DCQCN451,Thursday,7.5,sunny,car,25.7,0.85,5.8,yes,13,moderate,28.0,no,medium,no
N22DCQCN452,Monday,28.8,rainy,car,35.1,0.72,7.6,yes,16,moderate,13.0,no,medium,yes
N22DCQCN453,Friday,17.6,sunny,walk,5.8,0.66,8.1,yes,16,moderate,25.0,no,low,yes
N22DCQCN454,Thursday,6.1,cloudy,bus,24.2,0.97,4.4,yes,7,moderate,29.0,no,high,no
N22DCQCN455,Tuesday,17.1,cloudy,car,40.4,0.62,9.8,yes,9,light,35.0,no,medium,no
N22DCQCN456,Tuesday,8.0,sunny,bike,20.1,0.94,7.3,yes,9,heavy,23.0,no,medium,no
N22DCQCN457,Monday,17.9,sunny,bus,19.7,0.45,8.9,yes,7,heavy,43.0,no,medium,yes
N22DCQCN458,Monday,7.2,sunny,car,36.7,0.71,7.5,no,9,moderate,10.0,no,high,no
N22DCQCN459,Monday,1.0,sunny,bus,27.5,0.53,7.0,no,9,heavy,28.0,no,medium,no
N22DCQCN460,Monday,8.7,rainy,car,31.7,0.78,8.0,yes,9,moderate,32.0,no,high,no
N22DCQCN461,Thursday,6.4,windy,train,48.6,0.64,4.6,yes,8,light,26.0,no,low,no
N22DCQCN462,Wednesday,1.0,sunny,car,35.8,0.67,9.5,yes,13,light,36.0,no,medium,no
N22DCQCN463,Thursday,3.4,sunny,bus,31.4,0.71,4.5,yes,13,light,41.0,no,low,no
N22DCQCN464,Tuesday,5.4,sunny,bus,28.2,0.81,5.8,yes,16,light,53.0,no,medium,no
N22DCQCN465,Friday,24.5,sunny,car,38.2,0.27,7.6,yes,8,heavy,23.0,no,high,yes
N22DCQCN466,Friday,16.3,cloudy,train,37.4,0.77,6.7,yes,14,heavy,39.0,no,low,yes
N22DCQCN467,Friday,11.7,cloudy,car,36.4,0.67,6.7,yes,8,moderate,56.0,no,medium,yes
N22DCQCN468,Thursday,7.6,cloudy,car,40.8,1.0,9.5,yes,14,moderate,38.0,no,medium,no
N22DCQCN469,Tuesday,1.0,sunny,bus,30.5,0.63,6.1,no,13,moderate,21.0,no,medium,no
N22DCQCN470,Friday,14.8,sunny,car,32.5,0.78,8.6,yes,15,moderate,23.0,no,high,no
N22DCQCN471,Wednesday,13.7,sunny,bus,24.4,0.47,8.5,yes,14,moderate,25.0,no,low,no
N22DCQCN472,Wednesday,10.3,sunny,walk,5.0,0.92,8.8,yes,9,light,35.0,no,high,yes
N22DCQCN473,Monday,11.8,sunny,bike,18.7,0.4,6.6,yes,7,moderate,13.0,no,medium,no
N22DCQCN474,Monday,8.1,windy,car,31.9,0.75,7.5,yes,14,light,28.0,yes,high,no
N22DCQCN475,Thursday,15.0,windy,bus,25.3,0.55,7.8,yes,8,light,25.0,no,high,no
N22DCQCN476,Tuesday,15.5,sunny,car,38.2,1.0,6.8,yes,10,light,20.0,no,high,no
N22DCQCN477,Tuesday,15.8,sunny,bike,16.7,0.27,6.3,yes,8,moderate,44.0,no,medium,yes
N22DCQCN478,Thursday,7.1,cloudy,bike,18.7,0.6,6.6,yes,15,light,29.0,no,low,no
N22DCQCN479,Tuesday,19.1,cloudy,bus,29.2,0.59,7.0,yes,13,moderate,57.0,no,high,yes
N22DCQCN480,Tuesday,22.4,cloudy,bike,19.0,0.8,9.6,yes,9,moderate,10.0,no,medium,yes
N22DCQCN481,Monday,12.9,sunny,car,36.7,0.52,4.4,yes,7,heavy,26.0,no,medium,yes
N22DCQCN482,Friday,10.2,cloudy,train,47.0,0.51,8.8,yes,14,moderate,48.0,no,medium,no
N22DCQCN483,Tuesday,17.1,cloudy,bike,18.8,0.37,7.6,no,9,moderate,10.0,no,low,yes
N22DCQCN484,Friday,3.0,cloudy,bike,19.9,0.42,5.9,yes,9,heavy,10.0,no,low,no
N22DCQCN485,Monday,19.6,cloudy,walk,5.2,0.54,6.6,yes,10,light,12.0,no,low,yes
N22DCQCN486,Monday,1.0,sunny,bike,17.9,0.77,7.9,no,9,moderate,23.0,no,high,no
N22DCQCN487,Wednesday,1.3,cloudy,bus,19.5,0.86,7.6,yes,13,light,20.0,no,medium,no
N22DCQCN488,Thursday,14.4,sunny,bus,27.3,0.94,8.5,no,9,light,35.0,no,medium,no
N22DCQCN489,Thursday,6.0,cloudy,walk,5.3,0.95,9.1,yes,14,moderate,46.0,yes,high,yes
N22DCQCN490,Friday,4.5,sunny,car,38.3,0.89,6.2,yes,13,light,24.0,no,high,no
N22DCQCN491,Thursday,7.4,rainy,bus,29.6,0.73,4.1,yes,13,moderate,33.0,no,low,no
N22DCQCN492,Tuesday,8.0,cloudy,bike,17.5,0.88,6.8,yes,13,light,25.0,no,medium,no
N22DCQCN493,Tuesday,7.7,cloudy,car,40.5,0.71,4.2,yes,7,moderate,33.0,no,low,no
N22DCQCN494,Monday,13.7,sunny,car,37.3,0.82,7.0,no,7,moderate,60.0,yes,low,yes
N22DCQCN495,Monday,20.6,sunny,bike,15.3,0.71,6.3,yes,9,moderate,52.0,no,low,yes
N22DCQCN496,Wednesday,2.1,sunny,train,48.6,0.83,6.9,no,9,light,28.0,no,medium,no
N22DCQCN497,Friday,14.7,sunny,bus,25.7,0.34,10.0,yes,14,light,22.0,no,medium,no
